dType,deviceId,deviceCode,purpose,serviceVersion,deviceSubId,firmware,deviceStatus,env,certification,callbackId,serialNo,make,model,type,deviceSubType,deviceProvider,deviceProviderId,name,description,deviceTypeCode,zoneCode,regCenterId
Face,01d2463c-d8a3-4b56-a9c6-5169a143e734,01d2463c-d8a3-4b56-a9c6-5169a143e734,Registration,SB.WIN.001,[0],SB.WIN.001,READY,STAGING,L0,http://127.0.0.1:4501/,298073940,Logitech,B525,Face,Full face,SYNCBYTE,SYNCBYTE.LTC165,Face Cam,To capture Face,CMR,CK,10001
